X1	X2	Y_YES
0.8292993302125166	1.0471835893321582	False
0.408638801081932	-0.5432087099845879	False
-1.5864228711204782	0.6697191010432375	True
-1.310289069983132	0.0639619818971685	True
0.33588106233761106	1.2187986611110837	False
-0.6378435444496661	0.4716302358137518	False
-0.5473022747045562	0.029915461051648887	False
1.4615645257551297	-1.584779479887274	True
0.8986115778438916	-1.6579236046295875	True
0.9585915398642867	-0.360728025272696	False
-1.8414998171645025	1.694050025309295	False
2.1578982427603246	-0.8856646071189829	True
-0.8145350270630842	0.05978640924354972	False
-1.20402599144327	-1.2909787323543838	True
-0.4328780972126495	0.7632819357933699	False
0.7242133295836346	1.2149771951429085	False
-0.8375416453333345	1.6444966488549695	False
-1.5319590102178837	0.7983224103135147	True
-0.1353531493349785	-1.3859065919779907	True
-1.7715825409123904	0.4409013203125335	True
0.5946198484106545	1.2037386989662302	False
0.5606197799168333	-1.6493055131892032	True
-0.8330767131596315	-1.2459009844369562	True
1.0943725851862869	-0.47466072660531305	True
1.0987762724637138	-1.488763088617041	True
0.5483519890394739	-1.1689847914338745	True
-0.23306399680433706	0.6964468437447822	False
-1.109338034237928	0.47280337523804333	True
-0.1909185657781459	-0.45088098756476697	False
1.0764761087319334	0.4905830823013748	True
-2.3418674470989322	0.5610738336582867	True
0.31186346406898585	0.7306809400813653	False
1.1543972573867871	1.0495239063081898	False
-1.5670330076171848	1.4161594746110224	False
-0.8572771624146035	0.04818415320890719	False
0.8565376630310598	1.423593757608195	False
-2.154173596820498	0.5086416634942064	True
0.917360917294534	-1.6261360794014152	True
0.27214127174125835	1.365828357812753	False
-1.4304257216065595	1.2776052344337225	False
0.35806627342842395	-0.680722451773739	False
1.8313662046933559	-1.0818041784990635	True
1.253821295214451	1.171668548791083	False
1.0683388612356337	-0.39665040994183665	False
0.06919374048355843	1.587067256350155	False
-0.5791015128385804	-0.5910877855298554	True
-0.7665871691518367	1.6028339303647507	False
-0.6071235127827356	0.8964930210867632	False
0.7318945185095952	0.7730127288582928	False
-1.1260039301870701	0.4719669150043791	False
-0.6176589603492069	-1.0603544372328026	True
0.6883172247345137	0.9354188797318114	False
0.07649472955068354	0.04277629834308452	False
-2.1578984382915753	1.143938422590298	True
1.4518991430069768	0.4203353973993658	True
2.1121477112155422	0.8685869925186857	True
-0.4229546205115161	-0.3530165957732002	True
0.30143900319475087	-1.0321953262639363	True
-0.6151605778841895	-0.7535806455133687	True
-0.29380722653996066	-0.13244355155281728	True
-0.2762914077909621	0.9848323260775633	False
0.9535264941696319	-0.5963692644879469	True
-0.518223626332635	1.6839209945434161	False
